amount,venue,address,city,state,zip,type
" $297,147 ",Sidewalk Film Center and Cinema - SVOG,1821 2nd Ave. N. ,Birmingham,AL,35203,Motion picture theater operator
" $272,701 ","State of Alabama Ballet, Inc - SVOG",2726 1st Ave South,Birmingham,AL,35233,Live performing arts organization operator
" $5,400 ",Studio 2500 Incorporated - SVOG,2500 26th Avenue North ,Birmingham,AL,35234,Live performing arts organization operator
" $59,222 ",Terrific New Theatre - SVOG,PO Box 130368 ,Birmingham,AL,35213,Live performing arts organization operator
" $1,567,491 ","The Comedy Club, Inc - SVOG",1818 DATA DRIVE ,Birmingham,AL,35244,Live venue operator or promoter
" $789,392 ",University of Alabama at Birmingham - SVOG,1200 10th Ave South ,Birmingham,AL,35205,Live venue operator or promoter
" $219,872 ","Williams Brothers Music Hall, LLC - SVOG",500 23rd street south ,Birmingham,AL,35233,Live venue operator or promoter
" $166,000 ",Boaz9cinema LLC - SVOG,215 south mcclesky street ,Boaz,AL,35957,Motion picture theater operator
" $19,994 ",David Clark - SVOG,523 Buchanan Dr ,Dauphin Island,AL,36528,Talent representative
" $125,815 ",Princess Theatre Center for the Performing Arts - SVOG,112 2nd AVE NE ,Decatur,AL,35601,Live performing arts organization operator
" $40,000 ",Pyramid Gang Entertainment - SVOG,1219 Moulton ST SE ,Decatur,AL,35601,Talent representative
" $14,214 ",Space night club of dothan - SVOG,4129 ross clark circle ,Dothan,AL,36303,Live venue operator or promoter
" $1,752,556 ","Clark Theatres, Inc. - SVOG",100 New Centre Drive ,Enterprise,AL,36330,Motion picture theater operator
" $120,261 ","Southern Broadway Theater Company, LLC - SVOG",104 North Main Street ,Enterprise,AL,36330,Theatrical producer
" $138,517 ",Community Theatre Inc - SVOG,123 N Seminary Street ,Florence,AL,35630,Live venue operator or promoter
" $66,196 ",Shoals Symphony Orchestra - SVOG,409 N. Court St. Suite 100,Florence,AL,35630,Live performing arts organization operator
" $280,571 ","Fort Payne Cinemas, LLC - SVOG",2715 Gault Ave. North,Fort Payne,AL,35967,Motion picture theater operator
" $284,967 ",Edge Cinema LLC - SVOG,601 Paul Stabler Drive ,Greenville,AL,36037,Motion picture theater operator
" $251,443 ",HO-MF LLC - SVOG,101 E BEACH BLVD ,Gulf Shores,AL,36542,Live venue operator or promoter
" $121,719 ","Ainsworth Shows, LLC - SVOG",7520 Browns Valley Road,Guntersville,AL,35976,Live venue operator or promoter
" $14,099 ","Gifted Hands Entertainment, LLC - SVOG",2069 Cherry Avenue Suite 200,Hueytown,AL,35023,Live venue operator or promoter
" $160,026 ",Fantasy Playhouse Children's Theater - SVOG,3312 Long Avenue SW ,Hunstville,AL,35805,Live performing arts organization operator
" $462,252 ",Alabama Constitution Village Huntsville Historical Depot d/b/a EarlyWo - SVOG,404 Madison St ,Huntsville,AL,35801,Museum Operator
" $996,231 ","Big Spring Entertainment, LLC - SVOG","305 Church Street, Suite 715 ",Huntsville,AL,35801,Talent representative
" $1,077,683 ",Broadway Theatre League of Huntsville Inc - SVOG,700 Monroe St Suite 410,Huntsville,AL,35801,Live performing arts organization operator
" $5,807,004 ","Huntsville, City of d/b/a Von Braun Civic Center - SVOG",700 Monroe Street ,Huntsville,AL,35801,Live venue operator or promoter
" $1,002,290 ",Launch-Pad Comedy Theatre LLC - SVOG,2012 Memorial Pkwy SW ,Huntsville,AL,35801,Live venue operator or promoter
" $95,384 ","Merrimack Academy for the Performing Arts, Inc - SVOG",3320 Triana Boulevard SW ,Huntsville,AL,35805,Live performing arts organization operator
" $10,376 ",Natural Models AL - SVOG,2529 Garden park drive nw ,Huntsville,AL,35810,Talent representative
" $12,488 ",Shenanigans Comedy Theatre - SVOG,"2650 Leeman Ferry Rd., Suite A ",Huntsville,AL,35801,Live venue operator or promoter
" $82,591 ",Theatre Huntsville - SVOG,2211 Seminole Dr SW Studio 263/265,Huntsville,AL,35805,Live performing arts organization operator
" $7,102 ","Valley Arts and Entertainment, INC. - SVOG","2201 Clinton Ave W, Suite F ",Huntsville,AL,35805,Live performing arts organization operator
" $311,840 ",Post Panda Promotions dab Big Friendly Entertainment - SVOG,2981 Grants Mill Road Suite 121,Leeds,AL,35094,Talent representative
" $1,903,576 ",Rainbow Cinemas LLC - SVOG,2100 Hughes Rd ,Madison,AL,35758,Motion picture theater operator
" $983,487 ",City of Mobile - SVOG,P.O. Box 1827 205 Government Street,Mobile,AL,36633,Live venue operator or promoter
" $131,873 ",Crescent Theater - SVOG,208 Dauphin St. ,Mobile,AL,36602,Motion picture theater operator
" $621,610 ","Dog Dreams, LLC - SVOG",219 Dauphin Street ,Mobile,AL,36602,Live venue operator or promoter
" $379,493 ","Mobile Ballet, Inc. - SVOG",4351 Downtowner Loop North ,Mobile,AL,36609,Live performing arts organization operator
" $648,573 ","Nexus Cinema Dining, LLC - SVOG",7070 Bruns Dr ,Mobile,AL,36695,Motion picture theater operator
" $92,650 ","PEEC OF MOBILE, INC - SVOG",1725 Northview Drive ,Mobile,AL,36618,Live venue operator or promoter
" $317,617 ","Perdido Queen Cruises, LLC - SVOG",1 S WATER ST,Mobile,AL,36602,Live venue operator or promoter
" $110,832 ",Schwathews Mathwall LLP - SVOG,12 S Conception Street,Mobile,AL,36604,Live venue operator or promoter
" $65,163 ","Selwonk Enterprises, Inc - SVOG",505 Bay Shore St. ,Mobile,AL,36607,Live venue operator or promoter
" $6,075 ",Susannah Murphy - SVOG,5413 Hilltop Dr S ,Mobile,AL,36608,Theatrical producer
" $338,648 ",The Explore Center Inc. - SVOG,P.O. Box 1968 ,Mobile,AL,36633,Museum Operator
" $2,558,608 ",USS ALABAMA Battleship Commission d/b/a USS ALABAMA Battleship Memoria - SVOG,2703 Battleship Parkway,Mobile,AL,36602,Museum Operator
" $1,180,246 ",Alabama Shakespeare Festival - SVOG,1 Festival Drive ,Montgomery,AL,36117,Live performing arts organization operator
" $87,432 ","Capri Community Film Society, Inc - SVOG",1045 E Fairview Ave ,Montgomery,AL,36106,Motion picture theater operator
" $1,199,671 ",City of Montgomery - SVOG,103 N Perry Street ,Montgomery,AL,36104,Museum Operator
" $90,552 ",Montgomery Museum of Fine Arts Association - SVOG,One Museum Drive ,Montgomery,AL,36117,Museum Operator
" $247,535 ",The Landmarks Foundation of Montgomery Inc. - SVOG,301 Columbus St. ,Montgomery,AL,36104,Museum Operator
" $431,345 ",Turnipblood Entertainment LLC - SVOG,1320 Lurleen B Wallace Blvd ,Northport,AL,35476,Talent representative
" $40,824 ",Tuscaloosa Children's Theatre Inc - SVOG,3700 Northbrook Drive Unit #15 ,Northport,AL,35473,Live performing arts organization operator
" $14,088 ",Mustang Museum of America - SVOG,49 Forman Farm Road ,Odenville,AL,35120,Museum Operator
" $310,318 ","Hustle Squad Entertainment, LLC - SVOG",2320 Old Columbus RD ,Opelika,AL,36804,Live venue operator or promoter
" $87,334 ","The Arts Association of East Alabama, Inc. - SVOG",1103 Glenn Street ,Opelika,AL,36801,Live performing arts organization operator
" $35,380 ",The Sound Wall LLC - SVOG,605 Ave B ,Opelika,AL,36801,Live venue operator or promoter
" $539,421 ",City of Oxford - SVOG,145 Hamrick Drive East,Oxford,AL,36203,Live venue operator or promoter
" $50,333 ","Harlow, Inc dba Live@Harlow's - SVOG",190 West Reynolds St PO BOX 2428,Ozark,AL,36360,Live venue operator or promoter
" $392,001 ","Lucas Cinemas, LLC - SVOG",2204 St. Andrews Way ,Phenix City,AL,36867,Motion picture theater operator
" $6,996 ","Dorm Eleven, LLC - SVOG",414 North Montgomery Ave,Sheffield,AL,35660,Live venue operator or promoter
" $473,999 ",Valley Investments llc - SVOG,P.O. Box 190 100 Bradford Road,Springville,AL,35146,Live venue operator or promoter
" $20,872 ",Blooms 4 You - SVOG,14171 Dragoon Ct ,Summerdale,AL,36580,Live venue operator or promoter
" $254,847 ",Troy University - SVOG,600 University Avenue 247 Adams Administraion,Troy,AL,36082,Museum Operator
" $141,608 ","Arts and Humanities Council of Tuscaloosa County, Inc. - SVOG",600 Greensboro Ave. ,Tuscaloosa,AL,35401,Live performing arts organization operator
" $2,201,065 ","City of Tuscaloosa, Alabama - SVOG",2201 University Blvd ,Tuscaloosa,AL,35401,Live venue operator or promoter
" $96,363 ",Theatre Tuscaloosa Inc - SVOG,9500 Old Greensboro Rd #135,Tuscaloosa,AL,35405,Theatrical producer
" $45,966 ","Tennessee Valley Art Association, Inc - SVOG",511 N Water Street ,Tuscumbia,AL,35674,Live performing arts organization operator
" $1,800 ",Titanium Music Productions Group - SVOG,20 Sandy Springs Drive ,Wetumpka,AL,36092,Talent representative
" $17,482 ",The Pastime Theatre - SVOG,1052 US HWY 43 PO Box 766,Winfield,AL,35594,Live performing arts organization operator
" $66,854 ","Alma Education and Arts Foundation, Inc. - SVOG",P. O. Box 2359 103 E. Main Street,Alma,AR,72921,Live performing arts organization operator
" $152,253 ","Melba Group, LLC - SVOG",115 West Main Street ,Batesville,AR,72501,Motion picture theater operator
" $278,349 ",Oaks Cinema 7 LLC - SVOG,2250 Harrison St ,Batesville,AR,72501,Motion picture theater operator
" $77,674 ","Royal Players, Inc. - SVOG",111 S. Market Street P. O. Box 1743,Benton,AR,72015,Live performing arts organization operator
" $41,215 ",Civic Symphony of Benton County Guild - SVOG,PO Box 1723 ,Bentonville,AR,72712,Live performing arts organization operator
" $164,945 ",Clark Theatrical Productions DBA Main Theatre - SVOG,207-209 South Main St. ,Berryville,AR,72616,Motion picture theater operator
" $27,067 ",Jerry Williams - SVOG,9171 Highway 49B N ,Brookland,AR,72417,Live venue operator or promoter
" $1,165,492 ","Silver Screen Cabot, LLC - SVOG",100 Cinema Blvd ,Cabot,AR,72023,Motion picture theater operator
" $113,550 ",At The Movie Show LLC - SVOG,2424 Clark Rd ,Clarksville,AR,72830,Motion picture theater operator
" $54,006 ",Gateway Twin Cinema - SVOG,3008 Hwy 65 South ,Clinton,AR,72031,Motion picture theater operator
" $9,900 ",Rock Pit Ranch - SVOG,6746 Hwy 16 E ,Clinton,AR,72031,Live venue operator or promoter
" $9,738,047 ",Awakening Events Inc - SVOG,3790 Lazy Creek Trail ,Conway,AR,72032,Live venue operator or promoter
" $220,225 ",Reynolds Performance Hall at University of Central Arkansas - SVOG,201 Donaghey Avenue ,Conway,AR,72035,Live performing arts organization operator
" $340,375 ","El Dorado Festivals & Events, Inc. - SVOG",101 E. Locust ,El Dorado,AR,71730,Live venue operator or promoter
" $717,867 ",Stars Motion Pictures Corp. - SVOG,"PO Box 10010 2620 W Hillsboro St, ",El Dorado,AR,71730,Motion picture theater operator
" $481,108 ",Elna M. Smith Foundation - SVOG,935 Passion Play Rd ,Eureka Springs,AR,72632,Theatrical producer
" $72,846 ",Inspiration Point Fine Arts Colony - SVOG,16311 Highway 62 W ,Eureka Springs,AR,72632,Live performing arts organization operator
" $158,960 ",Folk School of Fayetteville - SVOG,1 E Mountain ,Fayetteville,AR,72701,Live venue operator or promoter
" $76,914 ","Six Twelve Coffeehouse & Bar, LLC - SVOG",3980 W Wedington Dr Suite 19,Fayetteville,AR,72704,Live venue operator or promoter
" $144,378 ",Symphony of Northwest Arkansas - SVOG,P.O. Box 1243 ,Fayetteville,AR,72702,Live performing arts organization operator
" $1,347,578 ","The Crowne Group, LLC - SVOG",519 W Dickson Street ,Fayetteville,AR,72701,Live venue operator or promoter
" $350,095 ","Theatre Squared, Inc - SVOG",477 W Spring St ,Fayetteville,AR,72701,Theatrical producer
" $123,883 ",Thomas-York Inc - SVOG,2101 N. Green Acres Rd. STE 2 ,Fayetteville,AR,72703,Talent representative
" $9,864,805 ","Walton Arts Center Council, Inc. - SVOG",PO Box 3547 255 N School Ave,Fayetteville,AR,72702,Live venue operator or promoter
" $25,171 ",Fort Smith Art Center Inc. - SVOG,1601 Rogers Avenue,Fort Smith,AR,72901,Museum Operator
" $606,936 ","TempleLive, LLC - SVOG",200 North 11 Street ,Fort Smith,AR,72901,Live venue operator or promoter
" $51,258 ",Gypsies L.L.C. - SVOG,7 Springhill dr ,Greenbrier,AR,72058,Live performing arts organization operator
" $108,342 ",HIGHLAND TWIN CINEMA LLC - SVOG,PO Box 43 ,Hardy,AR,72542,Motion picture theater operator
" $58,865 ",Ozark Arts Council - SVOG,115 W. Rush Ave ,Harrison,AR,72601,Live performing arts organization operator
" $96,019 ",Gem Theatre - SVOG,117/119 West Main Street ,Heber Springs,AR,72543,Motion picture theater operator
" $345,977 ",SONNY BOY BLUES SOCIETY - SVOG,319 Phillips St ,Helena-West Helena,AR,72342,Live performing arts organization operator
" $196,762 ","Devine and Associates, LLC - SVOG",142 Cougar Terrace ,Hot Springs,AR,71913,Live venue operator or promoter
" $783,929 ",Hot Springs Mall Cinema LLC - SVOG,4501 Central Ave ,Hot Springs,AR,71913,Motion picture theater operator
" $37,273 ","Low Key Arts, Inc. - SVOG",118 ARBOR STREET ,Hot Springs,AR,71901,Live venue operator or promoter
" $429,140 ",Mid-America Science Museum - SVOG,500 Mid America Blvd. ,Hot Springs,AR,71913,Museum Operator
" $211,036 ","Theatre of Magic, Inc - SVOG",817 Central Ave ,Hot Springs,AR,71901,Live venue operator or promoter
" $15,117 ",Delta Symphony Orchestra - SVOG,P.O. Box 19117 920 Gee Street,Jonesboro,AR,72403,Live performing arts organization operator
" $868,772 ",Arkansas Repertory Theatre - SVOG,P.O. Box 110 ,Little Rock,AR,72203,Theatrical producer
" $432,198 ","Arkansas Symphony Orchestra Society, Inc. - SVOG",2417 N Tyler St ,Little Rock,AR,72207,Live performing arts organization operator
" $157,427 ","Ballet Arkansas, Inc. - SVOG",520 Main Street ,Little Rock,AR,72201,Live performing arts organization operator
" $43,968 ",Brandon House Cultural & Performing Arts Center - SVOG,"3802 West 12th Street P O Box 466 Little Rock, AR 72203",Little Rock,AR,72204,Live performing arts organization operator
" $1,520,683 ",City of Little Rock - SVOG,500 West Markham Street ,Little Rock,AR,72201,Museum Operator
" $60,331 ","Club Sway, Inc. - SVOG",412 Louisiana St.,Little Rock,AR,72206,Live venue operator or promoter
" $977,693 ",DWB LLC - SVOG,302 President Clinton ,Little Rock,AR,72201,Live venue operator or promoter
" $11,682 ",Flux Fesitvals LLC - SVOG,PO Box 55045,Little Rock,AR,72215,Live venue operator or promoter
" $69,057 ",HOGS BREATH GRILL LLC - SVOG,9500 INTERSTATE 30 ,Little Rock,AR,72209,Live venue operator or promoter
" $236,362 ","Loony Bin of Little Rock, LLC - SVOG",10301 N RODNEY PARHAM RD C12-14 ,Little Rock,AR,72227,Live venue operator or promoter
" $693,635 ",murry's dinner playhouse inc. - SVOG,6323 colonel glenn ,Little Rock,AR,72204,Live performing arts organization operator
" $354,108 ",Museum of Discovery - SVOG,"500 President Clinton Ave, Ste 150. Little Rock, AR 72201 ",Little Rock,AR,72201,Museum Operator
" $33,229 ","Opera in the Rock, Inc. - SVOG",1818 N Taylor St #413 ,Little Rock,AR,72207,Live performing arts organization operator
" $363,399 ","Revolution Entertainment Group, LLC - SVOG",300 President Clinton Ave ,Little Rock,AR,72201,Live venue operator or promoter
" $127,801 ","Wildwood Park for the Arts, Inc - SVOG",20919 Denny Road ,Little Rock,AR,72223,Live performing arts organization operator
" $223,706 ",Adams Ventures - SVOG,808 S Bloomington ,Lowell,AR,72745,Live venue operator or promoter
" $89,340 ","North Plaza Entertainment, Inc. - SVOG",P.O.Box 848 ,Morrilton,AR,72110,Motion picture theater operator
" $736,186 ","Sun Valley Cinemas, Inc. - SVOG",1032 Hwy. 62 East,Mountain Home,AR,72653,Motion picture theater operator
" $89,552 ",Argenta Community Theater - SVOG,P. O. Box 5607,North Little Rock,AR,72119,Live performing arts organization operator
" $4,856 ",Bearden Production Company - SVOG,115 East Broadway (Online Performances) ,North Little Rock,AR,72114,Live performing arts organization operator
" $64,535 ",Maumelle Event Center - SVOG,10910 Maumelle Blvd ,North Little Rock,AR,72113,Live venue operator or promoter
" $3,676,806 ","Pulaski County Multi-Purpose Civic Center Facilities Board, d/b/a Simm - SVOG",1 Simmons Bank Arena Dr ,North Little Rock,AR,72114,Live venue operator or promoter
" $118,758 ","THE JOINT ARGENTA, INC - SVOG",301 MAIN STE. 102,North Little Rock,AR,72114,Live venue operator or promoter
" $821,019 ","Arkansas Cinemas, LLC - SVOG",2707 West Kingshighway ,Paragould,AR,72450,Motion picture theater operator
" $869,611 ",Pine Bluff Civic Auditorium Complex Commission - SVOG,1 Convention Center Plaza ,Pine Bluff,AR,71601,Live venue operator or promoter
" $35,958 ",Rain Investments LLC - SVOG,2901 Pines Mall Dr. Suite 500,Pine Bluff,AR,71601,Motion picture theater operator
" $28,652 ",Studio For the Arts Inc. - SVOG,1401 Hwy 304 East ,Pocahontas,AR,72455,Live venue operator or promoter
" $116,062 ",Rogers Little Theater - SVOG,116 S. Second St ,Rogers,AR,72756,Live performing arts organization operator
" $679,143 ",Searcy Cinema Inc - SVOG,2933 E Race Ave ,Searcy,AR,72143,Motion picture theater operator
" $339,559 ",SPRINGDALE CIVIC CENTER LLC - SVOG,2323 S OLD MISSOURI RD STE D,Springdale,AR,72764,Live venue operator or promoter
" $3,928 ",GrandPrairieArtsCouncil/Art Center of the Grand Prairie - SVOG,108 W 12th ,Stuttgart,AR,72160,Museum Operator
" $28,749 ",Texarkana Symphony Orchestra - SVOG,421 Hickory Street ,Texarkana,AR,71854,Live performing arts organization operator
" $284,049 ",Entertainment Events Inc - SVOG,1908 W EASTMAN CT ,Anthem,AZ,85086,Theatrical producer
" $81,606 ","Musical Theatre of Anthem, Inc. - SVOG",42201 N 41st Dr Ste B100 ,Anthem,AZ,85086,Live venue operator or promoter
" $112,366 ","TopWater, LLC - SVOG",24445 W. Sunrise Dr. ,Buckeye,AZ,85326,Live venue operator or promoter
" $236,366 ",Liverpool Productions LLC - SVOG,PO Box 5523 ,Carefree,AZ,85377,Talent representative
" $10,188 ",Mildred D. Robinson - SVOG,420 N. Florence St.,Casa Grande,AZ,85122,Live performing arts organization operator
" $2,612,678 ",Alamo Chandler LLC - SVOG,4955 S Arizona Ave ,Chandler,AZ,85249,Motion picture theater operator
" $868,666 ",Chandler Cultural Foundation - SVOG,250 North Arizona Avenue ,Chandler,AZ,85225,Live performing arts organization operator
" $40,552 ","ImprovMANIA Entertainment, LLC - SVOG",250 S ARIZONA AVE Suite 3,Chandler,AZ,85225,Live venue operator or promoter
" $185,670 ",White Label Agency LLC - SVOG,3281 S Vine St ,Chandler,AZ,85248,Talent representative
" $523,266 ","Mabery Ranch Company, LLC dba: Blazin' M Ranch - SVOG",1875 Mabery Ranch Road P.O. Box 160,Cottonwood,AZ,86326,Live venue operator or promoter
" $19,100 ",Flagstaff Symphony Association - SVOG,113-A E. Aspen Ave,Flagstaff,AZ,86001,Live performing arts organization operator
" $148,917 ",Greenhouse Productions LLC - SVOG,33 LAKOTA ,Flagstaff,AZ,86005,Live venue operator or promoter
" $108,099 ",Hullabaloo Festivals LLC - SVOG,33 LAKOTA,Flagstaff,AZ,86005,Live venue operator or promoter
" $208,317 ","Peak Events, LLC - SVOG",4091 N. Pipit Pl. ,Flagstaff,AZ,86004,Live venue operator or promoter
" $52,240 ","Red & Black Productions, llc. - SVOG",773 N CANYON TERRACE DR ,Flagstaff,AZ,86001,Live venue operator or promoter
" $383,720 ",The Orpheum Presents LLC - SVOG,15 W Aspen Ave ,Flagstaff,AZ,86001,Live venue operator or promoter
" $68,594 ",Theatrikos Theatre Company - SVOG,11 W Cherry ,Flagstaff,AZ,86001,Theatrical producer
